Date,NVDA_Close,META_Close,NFLX_Close,ADBE_Close,PYPL_Close
,NVDA,META,NFLX,ADBE,PYPL
2020-02-05,-0.8432241992769474,-0.71559682626925,-0.6368540687773592,-1.105647348815873,-0.1459737500113133
2020-02-06,-0.8407522966613354,-0.709302412025297,-0.6560337910472329,-1.0858433996957542,-0.14375703128092693
2020-02-07,-0.8426363226471109,-0.6967137133271561,-0.6573032003491435,-1.1000482486883625,-0.15692711815305413
2020-02-10,-0.8345760525757425,-0.6905044411691884,-0.6269822003716724,-1.059507219830661,-0.1415403125505406
2020-02-11,-0.8310913069927454,-0.7404340446908859,-0.6085076576716174,-1.0669725811930997,-0.15744871658692072
2020-02-12,-0.8277977874805116,-0.7100680418503393,-0.5639429772224119,-1.0150260951951826,-0.161099806139258
2020-02-13,-0.8290443707146822,-0.6898239534301315,-0.5541416913308846,-1.0093235248364376,-0.13567240478308798
2020-02-14,-0.8155798938231381,-0.6809778724019213,-0.5611930566478883,-0.9592433000734488,-0.10333409776119001
2020-02-18,-0.8107777350314729,-0.6501864187109782,-0.5091539461779063,-0.9677455787073118,-0.11272267060133102
2020-02-19,-0.7979365565117323,-0.6528232275812207,-0.5203655912090712,-0.92181302303002,-0.09133753275171598
2020-02-20,-0.8021862469060915,-0.6775754337066364,-0.5217053678345492,-0.966605191204653,-0.1106362768658646
2020-02-21,-0.8125484438656013,-0.7150014806161785,-0.5635199125186391,-1.028919900648636,-0.14897291613486405
2020-02-24,-0.8272736618805537,-0.7954672413606282,-0.6436939017424764,-1.1900470988080176,-0.18874382674108547
2020-02-25,-0.8352276802354577,-0.8290655285142541,-0.7044062690209861,-1.2896889314869204,-0.27715272184453166
2020-02-26,-0.8312612962296521,-0.8254080529303087,-0.5693726662384837,-1.2529842117530356,-0.28432457595428634
2020-02-27,-0.8419209574669534,-0.8887769972714097,-0.6224694384678978,-1.3962775086811872,-0.30088500290418196
2020-02-28,-0.8295472459713471,-0.8656409333025337,-0.6413670458717257,-1.3174765423938273,-0.29892903364836443
2020-03-02,-0.8250425649669096,-0.8318724917667022,-0.5566097122299544,-1.1602894400122223,-0.23542584198249272
2020-03-03,-0.8325078659543863,-0.9216097843897585,-0.6432004697151361,-1.2840898313594098,-0.27584877550222964
2020-03-04,-0.8193196300162134,-0.871680180868061,-0.5372888249317617,-1.1232736767391829,-0.20360903390973242
2020-03-05,-0.8272665694264986,-0.9277340442515061,-0.6149244259329618,-1.256198433798543,-0.24429281638876713
2020-03-06,-0.8324016277473583,-0.9624381402048202,-0.6417901105754985,-1.4040539135827805,-0.2611139928132316
2020-03-09,-0.8469922647579344,-1.0610215138560868,-0.8003048803703547,-1.7252710762073942,-0.3818612944233047
2020-03-10,-0.8359147161277034,-0.9871052042442505,-0.6759186928869254,-1.4495716390669577,-0.2761096244615274
2020-03-11,-0.8462627416885392,-1.0547270996121336,-0.7761185337881822,-1.6273920345321853,-0.3522612050809308
2020-03-12,-0.8676245648497275,-1.188865211337977,-1.0205894640125608,-1.9408331086779307,-0.4427564939198434
2020-03-13,-0.8502503760376376,-1.0543869206374878,-0.8721583101658698,-1.4172218453039644,-0.27076331512794144
2020-03-16,-0.8817264980023126,-1.2608251998186275,-1.1363023946874626,-1.9301535252699846,-0.49804463460822723
2020-03-17,-0.8669446214115368,-1.2318200426664296,-0.9888583200860442,-1.6628525801094511,-0.43089035339001824
2020-03-18,-0.8771793163112894,-1.2527444890359294,-1.0190381550351963,-1.8411915924217535,-0.514474637078474
2020-03-19,-0.8699902292583113,-1.2002630889402095,-0.9022675626008625,-1.7074371749761639,-0.4853961461699667
2020-03-20,-0.8751040372358782,-1.2291832337961872,-0.8966265564234963,-1.8336224444053546,-0.5768042073969636
2020-03-23,-0.870188561292566,-1.2430477658864565,-0.7031370749096675,-1.7099258397121273,-0.5953205041179478
2020-03-24,-0.844343293960797,-1.1334918356935888,-0.7239384734804732,-1.6816196119581455,-0.4384533814539906
2020-03-25,-0.8468647762076135,-1.1740648950404595,-0.8292153060175964,-1.7240269020507752,-0.45905607191044123
2020-03-26,-0.8386345168993384,-1.1134179016555865,-0.6839573526397937,-1.5502500725945592,-0.39490095681578297
2020-03-27,-0.841828877149163,-1.1691315860643856,-0.7253488326201107,-1.724856562437005,-0.4881344633342196
2020-03-30,-0.8327203558778788,-1.091217492104193,-0.6277579624556506,-1.5946274105760774,-0.44184372153175905
2020-03-31,-0.834129835894901,-1.0839874234427573,-0.5957447036630881,-1.5961829446945763,-0.4586648979562235
2020-04-01,-0.8486709067837088,-1.1452298922704671,-0.6762713902671308,-1.7727591660031852,-0.5155178339462072
2020-04-02,-0.8398881790781279,-1.1572232453155364,-0.6339631983651086,-1.7442456813640088,-0.48761296438508195
2020-04-03,-0.8480759376998172,-1.191331995615779,-0.6926303942577294,-1.8515601322905448,-0.50234774707408
2020-04-06,-0.830730078175639,-1.0946198010097126,-0.5642956746026173,-1.586954792328444,-0.38133969598943807
2020-04-07,-0.8373666968313113,-1.066720452657203,-0.6184501085914637,-1.6927140255592064,-0.3994648187562046
2020-04-08,-0.8317570925416983,-1.0203633124232305,-0.626629718182059,-1.6071735716416773,-0.337135248437715
2020-04-09,-0.8345902239744165,-1.0126229104049436,-0.6294502212707421,-1.59141318853057,-0.3269643276891385
2020-04-13,-0.8297030638095798,-1.0160253491002282,-0.44611472302864597,-1.571194725640062,-0.325138683428241
2020-04-14,-0.8197162670658503,-0.9872753586264561,-0.3274403394273342,-1.362579754107615,-0.2755227640454719
2020-04-15,-0.8219190346915826,-0.9974824151327802,-0.2343622311666486,-1.4478091644859894,-0.29945063208223105
2020-04-16,-0.8121022271847599,-1.0036066749945278,-0.1467841792456022,-1.3425682316795762,-0.2947563456621605
2020-04-17,-0.8137879346457167,-0.978173981130055,-0.26108696597145836,-1.3279488689165788,-0.2485959288546199
2020-04-20,-0.8175205918941733,-0.9866798831836193,-0.1586306365230183,-1.3199648907070651,-0.244423240868416
2020-04-21,-0.8299438830209841,-1.0499638152285,-0.18443865940612286,-1.4847211411050687,-0.3047968419310881
2020-04-22,-0.8181580481552144,-0.9523160959947162,-0.2719459136224178,-1.4040539135827805,-0.20504340473168334
2020-04-23,-0.8196737798887009,-0.928074223226152,-0.23471471335626198,-1.4185698061145435,-0.2043914813028968
2020-04-24,-0.8157215537721331,-0.8860550463151818,-0.24677270298556453,-1.3280523391478134,-0.13997551724894075
2020-04-27,-0.8104165062143666,-0.9079152768919294,-0.2722280284884637,-1.2824308270096763,-0.13541165530851915
2020-04-28,-0.8144678915933437,-0.9469573361682458,-0.3959796189162338,-1.4384772254658968,-0.19265576525272055
2020-04-29,-0.809439071479512,-0.8510107713872218,-0.3391454164858394,-1.2754837660715868,-0.09564064521756876
2020-04-30,-0.8138162639336285,-0.7615286454425911,-0.2830166088158557,-1.22913638020118,-0.10320367328154113
2020-05-01,-0.8205449629070911,-0.7822830672196505,-0.3153119824744641,-1.3307482607689713,-0.13436845844078593
2020-05-04,-0.8145174712245483,-0.756850503144943,-0.2244903627609618,-1.2761061695726217,-0.09459744834983556
2020-05-05,-0.8127821706229504,-0.7414547114045889,-0.2489586090185883,-1.2033188171831617,-0.07151728968842971
2020-05-06,-0.8099136309577016,-0.7295465004455048,-0.1814064087749614,-1.137064011961402,-0.03396309781259465
2020-05-07,-0.804898982242544,-0.7058150908235572,-0.1653998869739761,-1.0928939308650782,0.20048997629271686
2020-05-08,-0.7994947754223682,-0.6965435589449506,-0.17231030245325282,-1.0853247828486794,0.1831474004038437
2020-05-11,-0.792326938712683,-0.6894837744554856,-0.13726500822012078,-1.044783753990978,0.1701077380113654
2020-05-12,-0.7997780953203583,-0.7156818385654702,-0.19861175736369777,-1.1103130019031937,0.1319014237372859
2020-05-13,-0.8004155380719631,-0.7582113488332917,-0.1531305801833791,-1.1781233412434526,0.1671084724030857
2020-05-14,-0.7933185313367753,-0.7436663290039652,-0.1271813922719556,-1.2109914354307951,0.17597554629408904
2020-05-15,-0.7802790342922162,-0.7090472453468712,-0.04087274965281977,-1.1082394837830707,0.19031905554414044
2020-05-18,-0.7729270639658228,-0.6893986323695002,-0.05222555971230354,-1.0805553431073984,0.19983815234865926
2020-05-19,-0.7713617526011317,-0.6580118330254855,-0.06308450736326303,-1.0366963055502296,0.18875435972726956
2020-05-20,-0.7667012402490252,-0.5466696062938725,-0.08684757405107078,-0.9181839707913979,0.2611245257994157
2020-05-21,-0.7722187642208479,-0.534591240952583,-0.16737426065511346,-0.9333219504014703,0.22565662817431809
2020-05-22,-0.7651076131058586,-0.5046504293829025,-0.21624017065620701,-0.9012832001776319,0.26008132893168245
2020-05-26,-0.773847840124854,-0.5277014810555584,-0.31883766513296596,-0.9907637498729378,0.20974822413793792
2020-05-27,-0.7793015995573617,-0.5537295205731028,-0.2827344939498098,-1.0059017294830102,0.19618706279632198
2020-05-28,-0.7803852724992443,-0.585031177831132,-0.32821588632072046,-0.9575846121464405,0.23308913227391262
2020-05-29,-0.7693785673529471,-0.5881784498479912,-0.2838627382234014,-0.8873893947241784,0.3141958482726842
2020-06-01,-0.7713405157672751,-0.5301681355435953,-0.2402147696959012,-0.8554544311543001,0.30793686603574283
2020-06-02,-0.7708022187686432,-0.5232783756465706,-0.23041348380437388,-0.8475742395987464,0.34653435426404006
2020-06-03,-0.772381688022572,-0.5450534641373329,-0.26806774877430256,-0.8529657664183368,0.337276106418819
2020-06-04,-0.772466662376871,-0.577971393341667,-0.32194028308769496,-0.8956844164728468,0.30884973790855613
2020-06-05,-0.7681178127201025,-0.539864858693068,-0.28477945014510664,-0.8220677201198827,0.3271051856702426
2020-06-08,-0.7713759104903695,-0.5345062286563629,-0.28555521222908486,-0.7714691949325446,0.32827870753289573
2020-06-09,-0.7645480792733702,-0.4726682843858162,-0.18288735042875837,-0.7778976390235591,0.33831930328655224
2020-06-10,-0.7554607948359426,-0.48916975513609334,-0.1798550997975969,-0.6777375059203071,0.3780903133775026
2020-06-11,-0.7716238086463925,-0.5937923763528873,-0.24275337310913034,-0.8762949811231175,0.2885076974419454
2020-06-12,-0.7677636763570513,-0.5584928049567363,-0.29556803047249863,-0.6806406844266597,0.3174557638708038
2020-06-15,-0.7609287391765607,-0.5251496844815361,-0.2431764378129032,-0.7345572183134652,0.3473167021724755
2020-06-16,-0.763910623012329,-0.4983561449287146,-0.16822039006265918,-0.6274500242721237,0.3951722392765359
2020-06-17,-0.759165109287051,-0.4993768116424175,-0.08614260967184396,-0.6085795221921947,0.4292057660796826
2020-06-18,-0.7596750634883349,-0.49588936065091244,-0.0713346994680178,-0.5363107866498096,0.4842331572934976
2020-06-19,-0.7584497576163298,-0.47164761767211333,-0.044186899959435186,-0.4580281207867991,0.4361167712301394
2020-06-22,-0.7509277845435934,-0.46799001229840276,0.056788703025799823,-0.34781049135391034,0.5130506997579782
2020-06-23,-0.7531022093719777,-0.44230215175550436,0.044237281369156924,-0.3280068586565172,0.5460410296933916
2020-06-24,-0.7591792671762888,-0.5122206770189841,-0.015064726769715207,-0.4199757566650609,0.4835811343799821
2020-06-25,-0.7519689567988903,-0.49810097825028893,0.041769260470087236,-0.36533334904598586,0.5422596151461344
2020-06-26,-0.7614599572305737,-0.66481658062629,-0.11695704167665541,-0.4693297912730547,0.5210049017761683
2020-06-29,-0.7601850447084915,-0.6260296880283992,-0.08987982468223225,-0.4975322323730763,0.48814509580513266
2020-06-30,-0.7517493744213427,-0.5713366703333029,-0.03487904609524824,-0.382337906313712,0.5648181753736736
2020-07-01,-0.750835704225803,-0.4821948531530833,0.1808927756431833,-0.3356794769041507,0.6065450552357127
2020-07-02,-0.7485054345403135,-0.5173242701670288,0.11919332911940093,-0.3031221098332374,0.6036765125612686
2020-07-06,-0.7420742403729512,-0.4589737768879871,0.23850230977637202,-0.20316955003790546,0.5902454772451148
2020-07-07,-0.7411534642139201,-0.45404033812214795,0.23391896535843798,-0.23666004772628288,0.604589185464624
2020-07-08,-0.731400407736976,-0.4309042741532718,0.30175306527751883,-0.15039372007648424,0.6605294485512524
2020-07-09,-0.7230993184542034,-0.42307885983876453,0.3368689420248104,-0.11762909612037634,0.6821751369059783
2020-07-10,-0.7239421721846818,-0.41823043336914556,0.6257631724794835,-0.062053557883837124,0.6191935436739732
2020-07-13,-0.7360396562363533,-0.46986132113336815,0.4619600938874665,-0.30809912288243846,0.5293502777485761
2020-07-14,-0.7268390546472787,-0.46365204897540047,0.457588281821419,-0.3982017596560538,0.5396517224615304
2020-07-15,-0.7310816660970191,-0.4589737768879871,0.44616510443836765,-0.40618542144284203,0.5365221318583308
2020-07-16,-0.7337023076062449,-0.4534449924690763,0.47528727762808765,-0.47586202201802935,0.5071828914752545
2020-07-17,-0.7318112026758506,-0.44408844829424954,0.2327201385706869,-0.4123028219947019,0.5607759118671186
2020-07-20,-0.7230497388229988,-0.4152534455242572,0.2991440945407222,-0.1753819391309986,0.6246703769719371
2020-07-21,-0.7282131264317703,-0.44647009048606634,0.21234180470365405,-0.289332091033744,0.5824217991913025
2020-07-22,-0.7250895826470068,-0.46246122787949207,0.21036743102251668,-0.2813484292469558,0.619454392633271
2020-07-23,-0.7338439675552398,-0.5242990423602736,0.12405857321278889,-0.41935366958675147,0.5599935639586833
2020-07-24,-0.7320095212006691,-0.5403751920499195,0.14429617243268675,-0.434180605657669,0.5430419630545699
2020-07-27,-0.7255783000144341,-0.5166437824279718,0.25147679613678775,-0.36377813135021225,0.6137169093454673
2020-07-28,-0.7314145656262137,-0.545393772901744,0.20113015967248918,-0.4139618263444356,0.5914191980772258
2020-07-29,-0.7243317302896999,-0.518430078966717,0.17271316605258796,-0.37207315309888067,0.7000396096829049
2020-07-30,-0.7201245135630538,-0.5081378803744074,0.18202080472618296,-0.34532214304067255,0.8031831879906203
2020-07-31,-0.7201032767291973,-0.3450797535823517,0.20373913040928585,-0.28891726084062924,0.8496045532421876
2020-08-03,-0.7088982260392089,-0.35962477341167814,0.2724193597359124,-0.2510721536040857,0.8626442156346659
2020-08-04,-0.7027361668617264,-0.377742386318495,0.35012554325127204,-0.2619589938972265,0.8660344562277055
2020-08-05,-0.7010646172900071,-0.3837816338840223,0.2970285558312659,-0.23510451360778378,0.9387957962540693
2020-08-06,-0.6996834665608967,-0.24632622554887965,0.34617658069840535,-0.0837240846616096,0.9541825023718539
2020-08-07,-0.703536519905619,-0.21944754391007282,0.24498966055187588,-0.23448242652947435,0.8829860571318188
2020-08-10,-0.7045139546404736,-0.265719671847825,0.1649566211657655,-0.29959684424857536,0.8137454816628723
2020-08-11,-0.7134383152761771,-0.32415517742308686,0.048961575624817906,-0.3831672502772161,0.757805218576244
2020-08-12,-0.6967157406143661,-0.29217290263623535,0.10918029568539522,-0.27813420720144855,0.7876661568779157
2020-08-13,-0.6966378452046861,-0.2801798091706965,0.15050119315155275,-0.2298167734421535,0.8104855660647527
2020-08-14,-0.6932097446880761,-0.2806901425275479,0.16002057936762615,-0.25490846272790246,0.7894917016540843
2020-08-17,-0.6713096245282559,-0.28137050047683965,0.15769372349687538,-0.21364187656065695,0.8524730959166316
2020-08-18,-0.6734698914674024,-0.2713335983527211,0.22482264384613748,-0.08994495544470406,0.8300450596534702
2020-08-19,-0.6769333867071067,-0.26920712283933,0.17306564824220136,-0.10549776524789117,0.8022705150872649
2020-08-20,-0.6768625702420455,-0.21459911744045385,0.2673423681000461,0.06527209904801237,0.8771180498796373
2020-08-21,-0.6614928035119969,-0.23161092154758245,0.22792526180086645,0.010733478082897397,0.8589929271128707
2020-08-24,-0.6604516312566999,-0.19435502902024596,0.20324548319135352,0.042668441652775724,0.8862459727299383
2020-08-25,-0.6596087775262215,-0.11414443495422195,0.21572632233383696,0.12696472141368595,0.9226265432583913
2020-08-26,-0.6589571633759427,0.082256812313034,0.6173018784040263,0.5838025627188175,0.9462283003536638
2020-08-27,-0.663058114876688,-0.008671301405930762,0.4673897829035382,0.3954063704996038,0.9574424179699734
2020-08-28,-0.6483399893157908,-0.004928683736000036,0.4506074990185747,0.45886178386897114,0.9592679627461421
2020-08-31,-0.6419158470741748,-0.008841325998371088,0.49058861985925417,0.4272378638382475,0.9548345252853694
2020-09-01,-0.6292659081346338,0.010211811536163195,0.6809049009041945,0.5782037790140324,1.0172944205987788
2020-09-02,-0.6143777798273936,0.07026345926796469,0.6547446110220685,0.6388594841082817,1.0419395735312424
2020-09-03,-0.6520868044534851,-0.026533747634321873,0.4637229352167175,0.36927744751970515,0.9659183179067591
2020-09-04,-0.6632210116595396,-0.0978981308823705,0.39532460556554483,0.2048325570835816,0.7944466380639947
2020-09-08,-0.6833221072067558,-0.19631147994119671,0.3316507853606251,-0.10425359109127227,0.7176430345310759
2020-09-09,-0.6606003701503138,-0.17453639145043454,0.2834900549293503,0.07543306560888363,0.8304362336076879
2020-09-10,-0.6720249761989772,-0.2224246615447264,0.14584748141005124,0.04225392788238642,0.7716272288771577
2020-09-11,-0.6761967711836563,-0.23501349003263253,0.15543723494969214,-0.008655640844106461,0.6922157326596348
2020-09-14,-0.6561452822865173,-0.23892613229500356,0.1147509345391939,0.14231027433167842,0.730813220887932
2020-09-15,-0.6527809192903496,-0.18559396028825595,0.253874234521698,0.26424440444393754,0.7185559064038892
2020-09-16,-0.6662808179238606,-0.2612966962286025,0.16834113879594845,0.0395580062612285,0.6519232236195468
2020-09-17,-0.6677257061734133,-0.33529788834689367,0.07201967793339885,0.021931361915192904,0.5851600168708265
2020-09-18,-0.6754955774021728,-0.35477647673182444,0.07032720392771544,-0.04805628219914911,0.5888113053926217
2020-09-21,-0.666202895495308,-0.3920323692591609,0.19295055008189388,0.03582548379137182,0.6819144869161384
2020-09-22,-0.6627889798868083,-0.33589336378973045,0.21988681723859005,0.15133085338989088,0.7415056405856462
2020-09-23,-0.6773512876094728,-0.3846321462155196,0.07491054834564945,-0.018609350519783078,0.6610509475003901
2020-09-24,-0.6709979888517905,-0.3802941828925173,0.09232742928627226,-0.046811791619804734,0.6686139755643624
2020-09-25,-0.6561027815999315,-0.33529788834689367,0.16143093850726367,0.078751074308351,0.7345946354351893
2020-09-28,-0.6515343495656154,-0.31828608423976507,0.21621996955176928,0.16926854127508117,0.7967938807587589
2020-09-29,-0.6461301427454398,-0.2760117406503693,0.23617545390562125,0.17777050348621878,0.8291321877806569
2020-09-30,-0.6374961539334726,-0.2750762160226518,0.28236181065575866,0.1891759606264344,0.8621225177160704
2020-10-01,-0.6351163316356511,-0.23484320586066176,0.4761334070356334,0.2833224798317867,0.8609489958534172
2020-10-02,-0.6507623123001982,-0.2917477113653693,0.3037274389586562,0.07055983921364266,0.795359509936808
2020-10-05,-0.6343230575363772,-0.25168498537535,0.42776114425247214,0.14811663134438358,0.859775473990764
2020-10-06,-0.6316599153405656,-0.3026352556107504,0.32354175828418924,0.07045636898240808,0.7920995943386885
2020-10-07,-0.625214536265093,-0.3072285154019437,0.5265504108234995,0.21737840172645606,0.8305665586026079
2020-10-08,-0.6287630328779688,-0.2592551032216664,0.5063130267941935,0.19342709994336596,0.8103550421003749
2020-10-09,-0.6309162208724964,-0.2533860100383446,0.5602561436217455,0.3107990471995388,0.86525210831927
2020-10-12,-0.6177917224547659,-0.15726942066488023,0.5628651143585421,0.401316514166269,0.920540149522925
2020-10-13,-0.6171613451383435,-0.15395199426581554,0.6635588176683231,0.43677674332080935,1.0017773894860744
2020-10-14,-0.6214960369058743,-0.19069755343630063,0.5744294567699123,0.35382842437047807,0.9477931951399925
2020-10-15,-0.62504453351875,-0.23407770582538462,0.5778845569142547,0.30032672067678734,0.941794862892891
2020-10-16,-0.629535070143386,-0.24079744112996893,0.49926166147718987,0.3176423214836682,0.9588767887919244
2020-10-19,-0.6384240090371226,-0.279329167049434,0.49876801425925754,0.23863409831111376,0.9016326788477229
2020-10-20,-0.6342380561632057,-0.22693277924993427,0.46139586415537476,0.23220533779737368,0.9264081567751065
2020-10-21,-0.6376590777351967,-0.1319217390966277,0.204937742006445,0.24651397344394188,1.0712788139143186
2020-10-22,-0.6422983262345741,-0.13711047433065773,0.17800169004034075,0.1183589725485883,0.9520961086363874
2020-10-23,-0.6358033675278968,-0.08037599341839047,0.19950826818096523,0.16916475462112113,0.94049081706586
2020-10-26,-0.6485241499513716,-0.1457015184702074,0.19922615331491933,0.031263300935285565,0.8646000854057545
2020-10-27,-0.6412854697577526,-0.09313484649873692,0.20409161259889924,0.06610144301151646,0.9064572902627134
2020-10-28,-0.6630935366186549,-0.22599699504268636,0.18512342268091195,-0.157755294784963,0.8005752953060162
2020-10-29,-0.6518459852420808,-0.11405955244776701,0.3118364660350921,-0.11482970426798382,0.8361735179260337
2020-10-30,-0.6657283360171183,-0.26478414722010757,0.11108408685237313,-0.26009273266229815,0.7199902772258401
2020-11-02,-0.6644038438638314,-0.2796694758138451,0.17017456263935882,-0.2824888167496146,0.7412447916263484
2020-11-03,-0.6519734873018381,-0.2461562009564393,0.19203383816018868,-0.18834261396698787,0.6375795154000375
2020-11-04,-0.6300237875108133,-0.0583457382492026,0.2606437001632477,0.1559968228999372,0.826393771131675
2020-11-05,-0.6196615905513035,0.0037472429100045873,0.37917713392683255,0.2518020300322977,0.9603111596138753
2020-11-06,-0.6082723792257344,-0.00705515924939111,0.38601675170135785,0.23272395464444853,0.936448553559305
2020-11-09,-0.6346559570655718,-0.131581689911747,0.07413500145226318,-0.01083294561818952,0.7016043054997758
2020-11-10,-0.6590421377302416,-0.185509077781801,0.14281523077888977,-0.20928695058976532,0.6838703566872271
2020-11-11,-0.6406834352386783,-0.15106001871714733,0.2169957316357475,-0.045982447656300635,0.8009664692602338
2020-11-12,-0.6395856044075579,-0.1629684892557617,0.18886063769130024,-0.09958793800395144,0.7587180904490572
2020-11-13,-0.6441115357552882,-0.1470622343687909,0.16114882364121777,-0.02949650723564935,0.752458909242658
2020-11-16,-0.6379282127250764,-0.12996554775520738,0.13477678621661338,-0.11648839219499202,0.7957506838910258
2020-11-17,-0.6405630391424125,-0.16364884720505346,0.14556536654400534,-0.043908613113452157,0.8004449703110962
2020-11-18,-0.6403788785068317,-0.18942172004417207,0.15374497613460067,-0.1318339451129845,0.7720184028313755
2020-11-19,-0.640053057922256,-0.18117098466903347,0.17405294267806604,-0.059876253109754064,0.7821893235799519
2020-11-20,-0.6500398546659855,-0.20873002425713205,0.19922615331491933,-0.09606235599656393,0.8052695817260866
2020-11-23,-0.6485595446744659,-0.21953268599605819,0.11728932276183109,-0.12001397420237953,0.9115429496064595
2020-11-24,-0.6537229322832374,-0.1473174010472166,0.16143093850726367,-0.09834344742460706,0.9790883052941572
2020-11-25,-0.6458751656447977,-0.15863039614299418,0.17637979854881677,-0.021823888988015863,1.089403936681085
2020-11-27,-0.6451243922321097,-0.1397472832009002,0.22122637867347617,0.05023758966917463,1.049372077630837
2020-11-30,-0.641150915772249,-0.1468922097763506,0.21657266693197463,0.0651683123940523,1.0849703002508546
2020-12-01,-0.6414767093379521,-0.06540578231819802,0.31444543677188874,0.07221884356337634,1.116526259364317
2020-12-02,-0.6370995168838357,-0.05715504694305943,0.30598392750583947,0.09409662722634346,1.0646284587537016
2020-12-03,-0.6413067336104817,-0.10538336622223195,0.26466281484909,0.12540950371791235,1.0904469345793604
2020-12-04,-0.6367099587788176,-0.12367100372148909,0.27023345370288865,0.1432434049491426,1.132565187365075
2020-12-07,-0.6353359140131987,-0.0736565176933366,0.39342102958915887,0.2080467791290889,1.1346513821310835
2020-12-08,-0.6426099619110395,-0.09219932187101947,0.3714203738494181,0.23946344227461785,1.1217422437029831
2020-12-09,-0.6544878906040358,-0.13881149899365233,0.23702158331316697,0.11981040359040185,1.0416787245719448
2020-12-10,-0.6533121373443628,-0.14561637638422203,0.28983624067653524,0.048578585319440946,1.1008787042872346
2020-12-11,-0.6521505419739274,-0.17598250901453386,0.3048556832322478,0.03862487564376433,1.0841879523424192
2020-12-14,-0.6437786362260937,-0.1705386071020781,0.44024176820436367,0.1475983309200342,1.1719448245323498
2020-12-15,-0.6423124841238117,-0.15897070490740528,0.42162649085717363,0.10840526287291169,1.1825071182046019
2020-12-16,-0.6456555832672501,-0.15794977861417198,0.45723579963180555,0.18368064715288399,1.2946480953982404
2020-12-17,-0.6428578600670625,-0.16807182282427593,0.5141403693857675,0.24029278623812195,1.363888670867187
2020-12-18,-0.6448198084813905,-0.15174063624596953,0.5250698995508865,0.3189902822942472,1.3761459853512297
2020-12-21,-0.6431128641865771,-0.18244681806116203,0.4860050602507282,0.2717097658063764,1.3927064123011255
2020-12-22,-0.6446427538093012,-0.2309305635982907,0.4748642129243148,0.3316399135910817,1.4679453200171735
2020-12-23,-0.652263886144447,-0.2222546369522861,0.38425391037210693,0.2563642128883839,1.4151346475337447
2020-12-24,-0.6527030238806696,-0.2282937547280482,0.3806576451994456,0.2869512156476833,1.4047028778258706
2020-12-28,-0.6553590871318623,-0.14663704309792486,0.41697234873448824,0.27751612281908156,1.3667574125110888
2020-12-29,-0.6541337542409846,-0.14850835193289022,0.49982589120928167,0.31028043035246394,1.3054710390603323
